label,timestamp,duration,source,index
1,32338.687005,0.0,local,465
2,32350.248093,0.0,local,808
3,32356.950173,0.0,local,990
4,32359.731536,0.0,local,1073
5,32374.610154,0.0,local,1517
6,32703.313667,0.0,local,11159
