label,timestamp,duration,source,index
1,42998.745493,0.0,local,272
2,43010.407112,0.0,local,619
3,43017.142703,0.0,local,820
4,43019.924066,0.0,local,903
5,43034.769173,0.0,local,1344
6,43363.539707,0.0,local,11074
