label,timestamp,duration,source,index
1,57967.925524,0.0,local,289
2,57979.654164,0.0,local,639
3,57986.389754,0.0,local,840
4,57989.137607,0.0,local,922
5,58003.982714,0.0,local,1365
6,58332.719738,0.0,local,11063
