label,timestamp,duration,source,index
1,10130.040653,0.0,local,248
2,10141.802803,0.0,local,599
3,10148.437862,0.0,local,797
4,10151.185715,0.0,local,879
5,10166.466458,0.0,local,1332
6,10494.801357,0.0,local,11101
