label,timestamp,duration,source,index
1,79834.940466,0.0,local,214
2,79846.568575,0.0,local,561
3,79853.270655,0.0,local,761
4,79856.052018,0.0,local,844
5,79870.930636,0.0,local,1282
6,80199.634149,0.0,local,11052
