label,timestamp,duration,source,index
1,55341.726748,0.0,local,415
2,55353.455388,0.0,local,765
3,55360.157468,0.0,local,965
4,55362.972342,0.0,local,1046
5,55377.817449,0.0,local,1488
6,55706.487452,0.0,local,11167
