label,timestamp,duration,source,index
1,58495.41273,0.0,local,287
2,58507.174881,0.0,local,625
3,58513.876961,0.0,local,825
4,58516.658324,0.0,local,908
5,58531.503431,0.0,local,1348
6,58860.273965,0.0,local,11043
