label,timestamp,duration,source,index
1,41906.105391,0.0,local,327
2,41917.80052,0.0,local,675
3,41924.536111,0.0,local,874
4,41927.283964,0.0,local,953
5,41942.129071,0.0,local,1388
6,42270.832584,0.0,local,10984
