label,timestamp,duration,source,index
1,14873.365545,0.0,local,400
2,14884.993654,0.0,local,747
3,14891.695734,0.0,local,942
4,14894.477097,0.0,local,1025
5,14909.355715,0.0,local,1466
6,15238.025718,0.0,local,11167
