label,timestamp,duration,source,index
1,59030.238714,0.0,local,240
2,59041.967354,0.0,local,590
3,59048.669434,0.0,local,790
4,59051.484308,0.0,local,874
5,59066.329415,0.0,local,1296
6,59395.032929,0.0,local,11008
