label,timestamp,duration,source,index
1,5570.052286,0.0,local,234
2,5581.747416,0.0,local,580
3,5588.449496,0.0,local,780
4,5591.26437,0.0,local,864
5,5606.109477,0.0,local,1296
6,5934.81299,0.0,local,10878
