label,timestamp,duration,source,index
1,39083.979746,0.0,local,347
2,39095.708386,0.0,local,697
3,39102.410466,0.0,local,897
4,39105.19183,0.0,local,980
5,39120.070447,0.0,local,1419
6,39448.74045,0.0,local,10678
