label,timestamp,duration,source,index
1,38024.716003,0.0,local,296
2,38036.444643,0.0,local,646
3,38043.146723,0.0,local,846
4,38045.928086,0.0,local,929
5,38060.806703,0.0,local,1373
6,38389.476707,0.0,local,10922
