label,timestamp,duration,source,index
1,47779.079226,0.0,local,400
2,47790.740845,0.0,local,748
3,47797.442925,0.0,local,945
4,47800.257799,0.0,local,1029
5,47815.102906,0.0,local,1472
6,48143.83993,0.0,local,11214
