label,timestamp,duration,source,index
1,5039.18053,0.0,local,237
2,5050.875659,0.0,local,586
3,5057.61125,0.0,local,782
4,5060.392613,0.0,local,863
5,5075.23772,0.0,local,1284
6,5403.941234,0.0,local,10893
