label,timestamp,duration,source,index
1,33916.356637,0.0,local,270
2,33928.118787,0.0,local,621
3,33934.854377,0.0,local,822
4,33937.60223,0.0,local,904
5,33952.480848,0.0,local,1338
6,34281.217872,0.0,local,10940
