label,timestamp,duration,source,index
1,20194.759362,0.0,local,524
2,20206.521513,0.0,local,867
3,20213.190082,0.0,local,1055
4,20215.971446,0.0,local,1138
5,20230.850063,0.0,local,1582
6,20559.587087,0.0,local,11302
