label,timestamp,duration,source,index
1,48829.027079,0.0,local,184
2,48841.626989,0.0,local,560
3,48848.329069,0.0,local,760
4,48851.076922,0.0,local,842
5,48865.955539,0.0,local,1286
6,49194.659053,0.0,local,11010
