label,timestamp,duration,source,index
1,78230.89815,0.0,local,513
2,78242.62679,0.0,local,863
3,78249.36238,0.0,local,1058
4,78252.177254,0.0,local,1142
5,78267.022361,0.0,local,1585
6,78595.725875,0.0,local,11369
