label,timestamp,duration,source,index
1,15934.840975,0.0,local,354
2,15946.502594,0.0,local,702
3,15953.238185,0.0,local,903
4,15956.019548,0.0,local,986
5,15970.898165,0.0,local,1430
6,16299.601679,0.0,local,11126
