label,timestamp,duration,source,index
1,79278.500274,0.0,local,267
2,79290.262425,0.0,local,618
3,79296.930994,0.0,local,817
4,79299.712358,0.0,local,900
5,79314.590975,0.0,local,1344
6,79643.260978,0.0,local,11076
