label,timestamp,duration,source,index
1,16465.712732,0.0,local,259
2,16477.441372,0.0,local,609
3,16484.176962,0.0,local,810
4,16486.958325,0.0,local,893
5,16501.836943,0.0,local,1335
6,16830.540456,0.0,local,11116
