label,timestamp,duration,source,index
1,15401.858063,0.0,local,248
2,15413.553193,0.0,local,597
3,15420.255273,0.0,local,797
4,15423.036636,0.0,local,880
5,15437.915254,0.0,local,1317
6,15766.618767,0.0,local,10979
