label,timestamp,duration,source,index
1,9616.29271,0.0,local,270
2,9628.02135,0.0,local,616
3,9634.72343,0.0,local,816
4,9637.504794,0.0,local,899
5,9652.383411,0.0,local,1343
6,9981.086925,0.0,local,10892
