label,timestamp,duration,source,index
1,20720.906153,0.0,local,347
2,20732.567772,0.0,local,695
3,20739.303362,0.0,local,896
4,20742.084726,0.0,local,979
5,20756.929833,0.0,local,1420
6,21085.666857,0.0,local,11121
