label,timestamp,duration,source,index
1,33375.599312,0.0,local,265
2,33387.260931,0.0,local,611
3,33393.996522,0.0,local,812
4,33396.777885,0.0,local,895
5,33411.622992,0.0,local,1335
6,33740.393526,0.0,local,11114
