label,timestamp,duration,source,index
1,48296.680864,0.0,local,233
2,48308.409504,0.0,local,583
3,48315.078074,0.0,local,782
4,48317.859437,0.0,local,865
5,48332.738055,0.0,local,1309
6,48661.475079,0.0,local,11013
