label,timestamp,duration,source,index
1,43499.323848,0.0,local,281
2,43511.052488,0.0,local,631
3,43517.754568,0.0,local,831
4,43520.569442,0.0,local,911
5,43535.414549,0.0,local,1352
6,43864.084552,0.0,local,11104
