label,timestamp,duration,source,index
1,38559.139862,0.0,local,283
2,38570.73446,0.0,local,629
3,38577.47005,0.0,local,830
4,38580.184393,0.0,local,911
5,38595.06301,0.0,local,1345
6,38923.800034,0.0,local,10967
